"","survived","pclass","sex","age","sibsp","parch","fare","embarked","class","who","adult_male","deck","embark_town","alive","alone"
"658",0,3,"male",28,2,0,7.925,"S","Third","man","True","","Southampton","no","False"
"659",1,3,"male",39,0,0,7.925,"S","Third","man","True","","Southampton","yes","True"
"660",1,3,"male",44,0,0,7.925,"S","Third","man","True","","Southampton","yes","True"
"661",0,3,"male",39,0,0,7.925,"S","Third","man","True","","Southampton","no","True"
"662",1,3,"male",32,0,0,7.925,"S","Third","man","True","","Southampton","yes","True"
"663",0,3,"male",32,0,0,7.925,"S","Third","man","True","","Southampton","no","True"
"664",1,3,"male",20,1,0,7.925,"S","Third","man","True","","Southampton","yes","False"
"665",0,3,"female",25,1,0,7.925,"S","Third","woman","False","","Southampton","no","False"
"666",1,3,"male",31,0,0,7.925,"S","Third","man","True","","Southampton","yes","True"
"667",0,3,"female",23,0,0,7.925,"S","Third","woman","False","","Southampton","no","True"
"668",0,3,"male",20,0,0,7.925,"S","Third","man","True","","Southampton","no","True"
"669",0,3,"male",NA,0,0,7.8958,"S","Third","man","True","","Southampton","no","True"
"670",0,3,"male",NA,0,0,7.8958,"C","Third","man","True","","Cherbourg","no","True"
"671",0,3,"male",NA,0,0,7.8958,"S","Third","man","True","","Southampton","no","True"
"672",0,3,"female",28,0,0,7.8958,"S","Third","woman","False","","Southampton","no","True"
"673",0,3,"male",NA,0,0,7.8958,"S","Third","man","True","","Southampton","no","True"
"674",0,3,"male",28,0,0,7.8958,"S","Third","man","True","","Southampton","no","True"
"675",0,3,"male",38,0,0,7.8958,"S","Third","man","True","","Southampton","no","True"
"676",0,3,"male",33,0,0,7.8958,"C","Third","man","True","","Cherbourg","no","True"
"677",0,3,"male",36,0,0,7.8958,"S","Third","man","True","","Southampton","no","True"
"678",0,3,"male",NA,0,0,7.8958,"S","Third","man","True","","Southampton","no","True"
"679",0,3,"male",22,0,0,7.8958,"S","Third","man","True","","Southampton","no","True"
"680",0,3,"male",24,0,0,7.8958,"S","Third","man","True","","Southampton","no","True"
"681",0,3,"male",28,0,0,7.8958,"S","Third","man","True","","Southampton","no","True"
"682",0,3,"male",27,0,0,7.8958,"S","Third","man","True","","Southampton","no","True"
"683",0,3,"male",NA,0,0,7.8958,"S","Third","man","True","","Southampton","no","True"
"684",0,3,"male",NA,0,0,7.8958,"S","Third","man","True","","Southampton","no","True"
"685",0,3,"male",NA,0,0,7.8958,"S","Third","man","True","","Southampton","no","True"
"686",0,3,"male",NA,0,0,7.8958,"C","Third","man","True","","Cherbourg","no","True"
"687",1,3,"male",29,0,0,7.8958,"C","Third","man","True","","Cherbourg","yes","True"
"688",0,3,"male",32,0,0,7.8958,"S","Third","man","True","","Southampton","no","True"
"689",0,3,"male",22,0,0,7.8958,"S","Third","man","True","","Southampton","no","True"
"690",0,3,"male",40,0,0,7.8958,"S","Third","man","True","","Southampton","no","True"
"691",0,3,"male",19,0,0,7.8958,"S","Third","man","True","","Southampton","no","True"
"692",0,3,"male",NA,0,0,7.8958,"S","Third","man","True","","Southampton","no","True"
"693",0,3,"male",30,0,0,7.8958,"S","Third","man","True","","Southampton","no","True"
"694",0,3,"male",26,0,0,7.8958,"S","Third","man","True","","Southampton","no","True"
"695",0,3,"male",19,0,0,7.8958,"S","Third","man","True","","Southampton","no","True"
"696",0,3,"male",NA,0,0,7.8958,"S","Third","man","True","","Southampton","no","True"
"697",0,3,"male",NA,0,0,7.8958,"S","Third","man","True","","Southampton","no","True"
"698",0,3,"male",NA,0,0,7.8958,"S","Third","man","True","","Southampton","no","True"
"699",0,3,"male",NA,0,0,7.8958,"S","Third","man","True","","Southampton","no","True"
"700",0,3,"male",23,0,0,7.8958,"S","Third","man","True","","Southampton","no","True"
"701",0,3,"male",25,0,0,7.8958,"S","Third","man","True","","Southampton","no","True"
"702",0,3,"male",35,0,0,7.8958,"C","Third","man","True","","Cherbourg","no","True"
"703",0,3,"male",26,0,0,7.8958,"S","Third","man","True","","Southampton","no","True"
"704",0,3,"male",19,0,0,7.8958,"S","Third","man","True","","Southampton","no","True"
"705",0,3,"male",NA,0,0,7.8958,"S","Third","man","True","","Southampton","no","True"
"706",0,3,"male",33,0,0,7.8958,"S","Third","man","True","","Southampton","no","True"
"707",0,3,"male",26,0,0,7.8875,"S","Third","man","True","","Southampton","no","True"
"708",1,3,"female",NA,0,0,7.8792,"Q","Third","woman","False","","Queenstown","yes","True"
"709",1,3,"female",19,0,0,7.8792,"Q","Third","woman","False","","Queenstown","yes","True"
"710",1,3,"female",NA,0,0,7.8792,"Q","Third","woman","False","","Queenstown","yes","True"
"711",1,3,"female",NA,0,0,7.8792,"Q","Third","woman","False","","Queenstown","yes","True"
"712",0,3,"male",29,0,0,7.875,"S","Third","man","True","","Southampton","no","True"
"713",0,3,"female",14,0,0,7.8542,"S","Third","child","False","","Southampton","no","True"
"714",0,3,"male",20,0,0,7.8542,"S","Third","man","True","","Southampton","no","True"
"715",0,3,"male",18,1,1,7.8542,"S","Third","man","True","","Southampton","no","False"
"716",1,3,"female",19,1,0,7.8542,"S","Third","woman","False","","Southampton","yes","False"
"717",0,3,"male",28,0,0,7.8542,"S","Third","man","True","","Southampton","no","True"
"718",1,3,"female",26,0,0,7.8542,"S","Third","woman","False","","Southampton","yes","True"
"719",0,3,"female",31,0,0,7.8542,"S","Third","woman","False","","Southampton","no","True"
"720",1,3,"male",32,0,0,7.8542,"S","Third","man","True","","Southampton","yes","True"
"721",0,3,"male",21,0,0,7.8542,"S","Third","man","True","","Southampton","no","True"
"722",0,3,"male",20,0,0,7.8542,"S","Third","man","True","","Southampton","no","True"
"723",0,3,"male",26,1,0,7.8542,"S","Third","man","True","","Southampton","no","False"
"724",0,3,"male",48,0,0,7.8542,"S","Third","man","True","","Southampton","no","True"
"725",0,3,"male",23,0,0,7.8542,"S","Third","man","True","","Southampton","no","True"
"726",0,3,"male",NA,0,0,7.8292,"Q","Third","man","True","","Queenstown","no","True"
"727",1,3,"female",NA,0,0,7.8292,"Q","Third","woman","False","","Queenstown","yes","True"
"728",0,3,"male",21,0,0,7.8,"S","Third","man","True","","Southampton","no","True"
"729",1,3,"male",27,0,0,7.7958,"S","Third","man","True","","Southampton","yes","True"
"730",1,3,"male",21,0,0,7.7958,"S","Third","man","True","","Southampton","yes","True"
"731",0,3,"male",22,0,0,7.7958,"S","Third","man","True","","Southampton","no","True"
"732",0,3,"male",24,0,0,7.7958,"S","Third","man","True","","Southampton","no","True"
"733",0,3,"male",18,0,0,7.7958,"S","Third","man","True","","Southampton","no","True"
"734",0,3,"male",28,0,0,7.7958,"S","Third","man","True","","Southampton","no","True"
"735",1,3,"female",NA,0,0,7.7875,"Q","Third","woman","False","","Queenstown","yes","True"
"736",1,3,"male",NA,0,0,7.775,"S","Third","man","True","","Southampton","yes","True"
"737",0,3,"male",26,0,0,7.775,"S","Third","man","True","","Southampton","no","True"
"738",0,3,"male",29,0,0,7.775,"S","Third","man","True","","Southampton","no","True"
"739",0,3,"female",25,0,0,7.775,"S","Third","woman","False","","Southampton","no","True"
"740",1,3,"male",25,1,0,7.775,"S","Third","man","True","","Southampton","yes","False"
"741",0,3,"male",19,0,0,7.775,"S","Third","man","True","","Southampton","no","True"
"742",0,3,"male",21,0,0,7.775,"S","Third","man","True","","Southampton","no","True"
"743",0,3,"male",25,1,0,7.775,"S","Third","man","True","","Southampton","no","False"
"744",1,3,"female",22,0,0,7.775,"S","Third","woman","False","","Southampton","yes","True"
"745",0,3,"male",NA,0,0,7.775,"S","Third","man","True","","Southampton","no","True"
"746",0,3,"male",18,0,0,7.775,"S","Third","man","True","","Southampton","no","True"
"747",0,3,"male",33,0,0,7.775,"S","Third","man","True","","Southampton","no","True"
"748",0,3,"male",16,0,0,7.775,"S","Third","man","True","","Southampton","no","True"
"749",0,3,"male",31,0,0,7.775,"S","Third","man","True","","Southampton","no","True"
"750",0,3,"female",18,0,0,7.775,"S","Third","woman","False","","Southampton","no","True"
"751",0,3,"male",74,0,0,7.775,"S","Third","man","True","","Southampton","no","True"
"752",1,3,"female",NA,0,0,7.75,"Q","Third","woman","False","","Queenstown","yes","True"
"753",1,3,"female",NA,0,0,7.75,"Q","Third","woman","False","","Queenstown","yes","True"
"754",0,3,"male",70.5,0,0,7.75,"Q","Third","man","True","","Queenstown","no","True"
"755",0,3,"male",NA,0,0,7.75,"Q","Third","man","True","","Queenstown","no","True"
"756",1,3,"female",22,0,0,7.75,"S","Third","woman","False","","Southampton","yes","True"
"757",0,3,"male",NA,0,0,7.75,"Q","Third","man","True","","Queenstown","no","True"
"758",1,3,"female",NA,0,0,7.75,"Q","Third","woman","False","","Queenstown","yes","True"
"759",1,3,"female",16,0,0,7.75,"Q","Third","woman","False","","Queenstown","yes","True"
"760",0,3,"male",NA,1,0,7.75,"Q","Third","man","True","","Queenstown","no","False"
"761",0,3,"male",NA,0,0,7.75,"Q","Third","man","True","","Queenstown","no","True"
"762",0,3,"female",NA,0,0,7.75,"Q","Third","woman","False","","Queenstown","no","True"
"763",1,3,"female",NA,0,0,7.75,"Q","Third","woman","False","","Queenstown","yes","True"
"764",0,3,"female",45,0,0,7.75,"S","Third","woman","False","","Southampton","no","True"
"765",0,3,"male",65,0,0,7.75,"Q","Third","man","True","","Queenstown","no","True"
"766",1,3,"female",22,0,0,7.75,"Q","Third","woman","False","","Queenstown","yes","True"
"767",1,3,"female",NA,0,0,7.75,"Q","Third","woman","False","","Queenstown","yes","True"
"768",1,3,"female",NA,0,0,7.75,"Q","Third","woman","False","","Queenstown","yes","True"
"769",0,3,"male",51,0,0,7.75,"S","Third","man","True","","Southampton","no","True"
"770",0,3,"male",NA,0,0,7.75,"Q","Third","man","True","","Queenstown","no","True"
"771",0,3,"male",NA,0,0,7.75,"Q","Third","man","True","","Queenstown","no","True"
"772",0,3,"female",21,0,0,7.75,"Q","Third","woman","False","","Queenstown","no","True"
"773",1,3,"male",29,0,0,7.75,"Q","Third","man","True","","Queenstown","yes","True"
"774",0,3,"male",40.5,0,0,7.75,"Q","Third","man","True","","Queenstown","no","True"
"775",0,3,"male",NA,0,0,7.75,"Q","Third","man","True","","Queenstown","no","True"
"776",1,3,"female",NA,0,0,7.75,"Q","Third","woman","False","","Queenstown","yes","True"
"777",0,3,"female",NA,0,2,7.75,"Q","Third","woman","False","","Queenstown","no","False"
"778",0,3,"male",NA,0,0,7.75,"Q","Third","man","True","","Queenstown","no","True"
"779",0,3,"male",31,0,0,7.75,"Q","Third","man","True","","Queenstown","no","True"
"780",0,3,"female",30.5,0,0,7.75,"Q","Third","woman","False","","Queenstown","no","True"
"781",0,3,"male",18,0,0,7.75,"S","Third","man","True","","Southampton","no","True"
"782",0,3,"male",NA,0,0,7.75,"Q","Third","man","True","F","Queenstown","no","True"
"783",0,3,"male",NA,0,0,7.75,"Q","Third","man","True","","Queenstown","no","True"
"784",1,3,"male",NA,0,0,7.75,"Q","Third","man","True","","Queenstown","yes","True"
"785",0,3,"male",32,0,0,7.75,"Q","Third","man","True","","Queenstown","no","True"
"786",0,3,"male",25,0,0,7.7417,"Q","Third","man","True","","Queenstown","no","True"
"787",1,3,"female",NA,0,0,7.7375,"Q","Third","woman","False","","Queenstown","yes","True"
"788",0,3,"male",NA,0,0,7.7375,"Q","Third","man","True","","Queenstown","no","True"
"789",1,3,"female",16,0,0,7.7333,"Q","Third","woman","False","","Queenstown","yes","True"
"790",0,3,"male",21,0,0,7.7333,"Q","Third","man","True","","Queenstown","no","True"
"791",0,3,"male",NA,0,0,7.7333,"Q","Third","man","True","","Queenstown","no","True"
"792",1,3,"female",NA,0,0,7.7333,"Q","Third","woman","False","","Queenstown","yes","True"
"793",0,3,"male",NA,0,0,7.7292,"Q","Third","man","True","","Queenstown","no","True"
"794",0,3,"male",NA,0,0,7.725,"Q","Third","man","True","","Queenstown","no","True"
"795",0,3,"male",25,0,0,7.65,"S","Third","man","True","F","Southampton","no","True"
"796",1,3,"female",21,0,0,7.65,"S","Third","woman","False","","Southampton","yes","True"
"797",0,3,"male",42,0,0,7.65,"S","Third","man","True","F","Southampton","no","True"
"798",0,3,"male",19,0,0,7.65,"S","Third","man","True","F","Southampton","no","True"
"799",0,3,"female",NA,0,0,7.6292,"Q","Third","woman","False","","Queenstown","no","True"
"800",0,3,"female",NA,0,0,7.55,"S","Third","woman","False","","Southampton","no","True"
"801",0,3,"male",NA,0,0,7.55,"S","Third","man","True","","Southampton","no","True"
"802",1,3,"female",23,0,0,7.55,"S","Third","woman","False","","Southampton","yes","True"
"803",0,3,"male",42,0,0,7.55,"S","Third","man","True","","Southampton","no","True"
"804",0,3,"male",22,0,0,7.5208,"S","Third","man","True","","Southampton","no","True"
"805",0,3,"male",24,0,0,7.4958,"S","Third","man","True","","Southampton","no","True"
"806",0,3,"male",36,0,0,7.4958,"S","Third","man","True","","Southampton","no","True"
"807",1,3,"female",18,0,0,7.4958,"S","Third","woman","False","","Southampton","yes","True"
"808",0,3,"male",NA,0,0,7.3125,"S","Third","man","True","","Southampton","no","True"
"809",0,3,"male",22,1,0,7.25,"S","Third","man","True","","Southampton","no","False"
"810",0,3,"male",59,0,0,7.25,"S","Third","man","True","","Southampton","no","True"
"811",0,3,"male",22,0,0,7.25,"S","Third","man","True","","Southampton","no","True"
"812",0,3,"male",20.5,0,0,7.25,"S","Third","man","True","","Southampton","no","True"
"813",0,3,"male",NA,0,0,7.25,"S","Third","man","True","","Southampton","no","True"
"814",0,3,"male",22,0,0,7.25,"S","Third","man","True","","Southampton","no","True"
"815",0,3,"male",30,0,0,7.25,"S","Third","man","True","","Southampton","no","True"
"816",1,3,"female",22,0,0,7.25,"S","Third","woman","False","","Southampton","yes","True"
"817",0,3,"male",NA,0,0,7.25,"S","Third","man","True","","Southampton","no","True"
"818",0,3,"male",NA,0,0,7.25,"S","Third","man","True","","Southampton","no","True"
"819",0,3,"male",21,0,0,7.25,"S","Third","man","True","","Southampton","no","True"
"820",0,3,"male",47,0,0,7.25,"S","Third","man","True","","Southampton","no","True"
"821",0,3,"male",25,0,0,7.25,"S","Third","man","True","","Southampton","no","True"
"822",1,3,"male",NA,0,0,7.2292,"C","Third","man","True","","Cherbourg","yes","True"
"823",0,3,"male",28.5,0,0,7.2292,"C","Third","man","True","","Cherbourg","no","True"
"824",0,3,"male",22,0,0,7.2292,"C","Third","man","True","","Cherbourg","no","True"
"825",0,3,"male",23.5,0,0,7.2292,"C","Third","man","True","","Cherbourg","no","True"
"826",0,3,"male",15,1,1,7.2292,"C","Third","child","False","","Cherbourg","no","False"
"827",1,3,"female",NA,0,0,7.2292,"C","Third","woman","False","","Cherbourg","yes","True"
"828",0,3,"male",NA,0,0,7.2292,"C","Third","man","True","","Cherbourg","no","True"
"829",0,3,"male",NA,0,0,7.2292,"C","Third","man","True","","Cherbourg","no","True"
"830",0,3,"male",17,1,1,7.2292,"C","Third","man","True","","Cherbourg","no","False"
"831",0,3,"male",NA,0,0,7.2292,"C","Third","man","True","","Cherbourg","no","True"
"832",1,3,"male",20,0,0,7.2292,"C","Third","man","True","","Cherbourg","yes","True"
"833",1,3,"female",13,0,0,7.2292,"C","Third","child","False","","Cherbourg","yes","True"
"834",0,3,"male",30,0,0,7.2292,"C","Third","man","True","","Cherbourg","no","True"
"835",0,3,"male",NA,0,0,7.2292,"C","Third","man","True","","Cherbourg","no","True"
"836",0,3,"male",NA,0,0,7.2292,"C","Third","man","True","","Cherbourg","no","True"
"837",1,3,"female",NA,0,0,7.225,"C","Third","woman","False","","Cherbourg","yes","True"
"838",0,3,"male",NA,0,0,7.225,"C","Third","man","True","","Cherbourg","no","True"
"839",0,3,"male",45.5,0,0,7.225,"C","Third","man","True","","Cherbourg","no","True"
"840",0,3,"male",30,0,0,7.225,"C","Third","man","True","","Cherbourg","no","True"
"841",0,3,"male",NA,0,0,7.225,"C","Third","man","True","","Cherbourg","no","True"
"842",0,3,"male",NA,0,0,7.225,"C","Third","man","True","","Cherbourg","no","True"
"843",1,3,"male",22,0,0,7.225,"C","Third","man","True","","Cherbourg","yes","True"
"844",0,3,"male",NA,0,0,7.225,"C","Third","man","True","","Cherbourg","no","True"
"845",0,3,"male",40,0,0,7.225,"C","Third","man","True","","Cherbourg","no","True"
"846",0,3,"male",25,0,0,7.225,"C","Third","man","True","","Cherbourg","no","True"
"847",0,3,"male",NA,0,0,7.225,"C","Third","man","True","","Cherbourg","no","True"
"848",1,3,"female",15,0,0,7.225,"C","Third","child","False","","Cherbourg","yes","True"
"849",1,3,"male",24,0,0,7.1417,"S","Third","man","True","","Southampton","yes","True"
"850",0,3,"male",22,0,0,7.125,"S","Third","man","True","","Southampton","no","True"
"851",0,3,"male",17,0,0,7.125,"S","Third","man","True","","Southampton","no","True"
"852",0,3,"male",35,0,0,7.125,"S","Third","man","True","","Southampton","no","True"
"853",0,3,"male",41,0,0,7.125,"S","Third","man","True","","Southampton","no","True"
"854",0,3,"male",51,0,0,7.0542,"S","Third","man","True","","Southampton","no","True"
"855",0,3,"male",17,1,0,7.0542,"S","Third","man","True","","Southampton","no","False"
"856",0,3,"male",20,0,0,7.05,"S","Third","man","True","","Southampton","no","True"
"857",0,3,"male",24,0,0,7.05,"S","Third","man","True","","Southampton","no","True"
"858",0,3,"male",35,0,0,7.05,"S","Third","man","True","","Southampton","no","True"
"859",0,3,"male",38,0,0,7.05,"S","Third","man","True","","Southampton","no","True"
"860",0,3,"male",NA,0,0,7.05,"S","Third","man","True","","Southampton","no","True"
"861",0,3,"male",25,0,0,7.05,"S","Third","man","True","","Southampton","no","True"
"862",0,3,"male",25,0,0,7.05,"S","Third","man","True","","Southampton","no","True"
"863",0,3,"male",29,1,0,7.0458,"S","Third","man","True","","Southampton","no","False"
"864",0,3,"male",45,0,0,6.975,"S","Third","man","True","","Southampton","no","True"
"865",1,3,"male",27,0,0,6.975,"S","Third","man","True","","Southampton","yes","True"
"866",0,3,"male",NA,0,0,6.95,"Q","Third","man","True","","Queenstown","no","True"
"867",0,3,"male",NA,0,0,6.8583,"Q","Third","man","True","","Queenstown","no","True"
"868",0,3,"male",19,0,0,6.75,"Q","Third","man","True","","Queenstown","no","True"
"869",0,3,"female",18,0,0,6.75,"Q","Third","woman","False","","Queenstown","no","True"
"870",0,3,"male",34,0,0,6.4958,"S","Third","man","True","","Southampton","no","True"
"871",0,3,"male",18,1,0,6.4958,"S","Third","man","True","","Southampton","no","False"
"872",0,3,"male",43,0,0,6.45,"S","Third","man","True","","Southampton","no","True"
"873",0,3,"male",34.5,0,0,6.4375,"C","Third","man","True","","Cherbourg","no","True"
"874",0,3,"male",61,0,0,6.2375,"S","Third","man","True","","Southampton","no","True"
"875",0,1,"male",33,0,0,5,"S","First","man","True","B","Southampton","no","True"
"876",0,3,"male",20,0,0,4.0125,"C","Third","man","True","","Cherbourg","no","True"
"877",0,3,"male",36,0,0,0,"S","Third","man","True","","Southampton","no","True"
"878",0,1,"male",40,0,0,0,"S","First","man","True","B","Southampton","no","True"
"879",1,3,"male",25,0,0,0,"S","Third","man","True","","Southampton","yes","True"
"880",0,2,"male",NA,0,0,0,"S","Second","man","True","","Southampton","no","True"
"881",0,3,"male",19,0,0,0,"S","Third","man","True","","Southampton","no","True"
"882",0,2,"male",NA,0,0,0,"S","Second","man","True","","Southampton","no","True"
"883",0,2,"male",NA,0,0,0,"S","Second","man","True","","Southampton","no","True"
"884",0,2,"male",NA,0,0,0,"S","Second","man","True","","Southampton","no","True"
"885",0,3,"male",49,0,0,0,"S","Third","man","True","","Southampton","no","True"
"886",0,1,"male",NA,0,0,0,"S","First","man","True","","Southampton","no","True"
"887",0,2,"male",NA,0,0,0,"S","Second","man","True","","Southampton","no","True"
"888",0,2,"male",NA,0,0,0,"S","Second","man","True","","Southampton","no","True"
"889",0,1,"male",39,0,0,0,"S","First","man","True","A","Southampton","no","True"
"890",0,1,"male",NA,0,0,0,"S","First","man","True","B","Southampton","no","True"
"891",0,1,"male",38,0,0,0,"S","First","man","True","","Southampton","no","True"
